,id,player_name,games_18,time_18,goals_18,xG_18,assists_18,xA_18,shots_18,key_passes_18,team_title_18,npg_18,npxG_18,league_18,games_17,time_17,goals_17,xG_17,assists_17,xA_17,shots_17,key_passes_17,team_title_17,npg_17,npxG_17,league_17,games_16,time_16,goals_16,xG_16,assists_16,xA_16,shots_16,key_passes_16,team_title_16,npg_16,npxG_16,league_16
0,318,Pierre-Emerick Aubameyang,36.0,2740.0,22.0,23.54996672645211,5.0,4.9898468907922515,94.0,33.0,Arsenal,18.0,19.744122434407476,EPL,13.0,1056.0,10.0,9.174377799034119,4.0,1.2641484700143335,31.0,13.0,Arsenal,9.0,7.652040150016546,EPL,32.0,2785.0,31.0,31.14499611034989,2.0,4.501560077071191,116.0,26.0,Borussia Dortmund,29.0,28.11388934031129,Bundesliga
1,318,Pierre-Emerick Aubameyang,36.0,2740.0,22.0,23.54996672645211,5.0,4.9898468907922515,94.0,33.0,Arsenal,18.0,19.744122434407476,EPL,16.0,1421.0,13.0,16.653736653737724,3.0,2.5581485070288186,59.0,16.0,Borussia Dortmund,10.0,13.622629853896795,Bundesliga,32.0,2785.0,31.0,31.14499611034989,2.0,4.501560077071191,116.0,26.0,Borussia Dortmund,29.0,28.11388934031129,Bundesliga
2,838,Sadio Mané,36.0,3100.0,22.0,16.762808084487915,1.0,5.1237345235422245,87.0,45.0,Liverpool,22.0,16.762808084487915,EPL,29.0,2230.0,10.0,11.518153592944145,7.0,5.250221345573665,70.0,49.0,Liverpool,10.0,11.518153592944145,EPL,27.0,2257.0,13.0,9.480921443551779,5.0,4.445210799574851,57.0,43.0,Liverpool,13.0,9.480921443551779,EPL
3,1250,Mohamed Salah,38.0,3274.0,22.0,21.79245018400252,8.0,10.468589510768652,137.0,68.0,Liverpool,19.0,19.50894361175597,EPL,36.0,2954.0,32.0,25.13650297001004,10.0,8.344477602280676,143.0,62.0,Liverpool,31.0,23.614165309816602,EPL,31.0,2498.0,15.0,13.411626555025578,11.0,9.63362380117178,80.0,71.0,Roma,15.0,13.411626555025578,Serie_A
4,619,Sergio Agüero,33.0,2515.0,21.0,19.9491464830935,8.0,5.22924312017858,118.0,34.0,Manchester City,19.0,18.426808904856447,EPL,25.0,1985.0,21.0,18.568617977201942,6.0,6.533229699358344,95.0,39.0,Manchester City,17.0,15.523942567408085,EPL,31.0,2408.0,20.0,22.672585003077984,3.0,4.665906261652708,139.0,31.0,Manchester City,16.0,18.86674086004496,EPL
5,755,Jamie Vardy,34.0,2740.0,18.0,19.11597566306591,4.0,5.13733013253659,79.0,32.0,Leicester,14.0,15.310131333768368,EPL,37.0,3269.0,20.0,15.266967067494988,1.0,3.6308264825493097,70.0,33.0,Leicester,15.0,10.699990747496487,EPL,35.0,2822.0,13.0,9.947158509865405,5.0,4.675952479243279,53.0,31.0,Leicester,13.0,9.947158509865405,EPL
6,618,Raheem Sterling,34.0,2788.0,17.0,15.907645806670187,10.0,10.792034206911922,77.0,66.0,Manchester City,17.0,15.907645806670187,EPL,33.0,2594.0,18.0,18.82996733859181,11.0,8.844115875661373,87.0,55.0,Manchester City,17.0,18.06879848614335,EPL,33.0,2532.0,7.0,8.106001383624973,6.0,5.496263796463609,64.0,46.0,Manchester City,7.0,8.106001383624973,EPL
7,647,Harry Kane,28.0,2437.0,17.0,16.12239446118474,4.0,4.562663219869137,102.0,30.0,Tottenham,13.0,13.077755857259035,EPL,37.0,3094.0,30.0,26.85989058762789,2.0,3.8204412199556823,183.0,34.0,Tottenham,28.0,24.576384104788303,EPL,30.0,2556.0,29.0,19.82009919732809,7.0,5.5538915153592825,110.0,41.0,Tottenham,24.0,15.253085978329182,EPL
8,701,Eden Hazard,37.0,2935.0,16.0,12.299005899578333,15.0,11.570390027016401,93.0,98.0,Chelsea,12.0,9.254330594092607,EPL,34.0,2451.0,12.0,8.212463462725282,4.0,7.303086698055267,71.0,84.0,Chelsea,10.0,6.690125757828356,EPL,36.0,3050.0,16.0,11.032845260575414,5.0,6.440569620579481,77.0,88.0,Chelsea,14.0,8.749338624998929,EPL
9,468,Callum Wilson,30.0,2548.0,14.0,16.016500677913427,9.0,5.955955449491738,65.0,31.0,Bournemouth,13.0,14.494162943214178,EPL,28.0,2007.0,8.0,7.619610041379929,2.0,1.5524410009384155,54.0,18.0,Bournemouth,8.0,7.619610041379929,EPL,20.0,1382.0,6.0,5.365591797977687,0.0,0.5500710830092429,31.0,8.0,Bournemouth,3.0,3.082085270434618,EPL
10,714,Gylfi Sigurdsson,38.0,3150.0,13.0,12.118343196809292,6.0,6.791106753051281,86.0,74.0,Everton,11.0,8.312648046761751,EPL,27.0,2265.0,4.0,3.187053117901087,3.0,3.746338976547122,39.0,36.0,Everton,4.0,3.187053117901087,EPL,38.0,3329.0,9.0,8.569290215149524,13.0,8.268967153504489,116.0,79.0,Swansea,6.0,6.285783709958197,EPL
11,882,Glenn Murray,38.0,2517.0,13.0,11.541339591145515,1.0,1.1180225415155292,54.0,12.0,Brighton,9.0,8.49666416272521,EPL,35.0,2204.0,12.0,12.380600898526607,0.0,1.2383797569200397,52.0,16.0,Brighton,8.0,7.813587754033506,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
12,1740,Paul Pogba,35.0,3013.0,13.0,15.87753972876817,9.0,5.186745170503856,105.0,55.0,Manchester United,6.0,8.265851370058954,EPL,27.0,2158.0,6.0,7.813678246922791,10.0,4.590671516954898,76.0,39.0,Manchester United,6.0,7.813678246922791,EPL,30.0,2606.0,5.0,6.505610935389996,4.0,5.5897786878049365,92.0,57.0,Manchester United,5.0,6.505610935389996,EPL
13,3277,Alexandre Lacazette,35.0,2498.0,13.0,12.033691215328872,8.0,4.100151715800166,81.0,31.0,Arsenal,13.0,12.033691215328872,EPL,32.0,2235.0,14.0,13.831241022795439,4.0,4.839554825797677,67.0,36.0,Arsenal,12.0,12.308903332799671,EPL,30.0,2416.0,28.0,22.4740299731493,3.0,6.6583012919873,85.0,50.0,Lyon,18.0,13.352954130619766,Ligue_1
14,4105,Raúl Jiménez,38.0,3143.0,13.0,14.273595059290528,7.0,6.991126699373126,111.0,42.0,Wolverhampton Wanderers,11.0,12.75125745870173,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
15,6026,Richarlison,35.0,2702.0,13.0,11.333979241549967,1.0,1.9562372555956244,82.0,20.0,Everton,13.0,11.333979241549967,EPL,38.0,2832.0,5.0,10.662872670218347,4.0,3.8079299936071034,95.0,26.0,Watford,5.0,10.662872670218347,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
16,453,Son Heung-Min,31.0,2061.0,12.0,8.36306463368237,6.0,3.965311402454972,74.0,33.0,Tottenham,12.0,8.36306463368237,EPL,37.0,2315.0,12.0,11.021603035740554,6.0,6.592509059235454,75.0,38.0,Tottenham,12.0,11.021603035740554,EPL,34.0,2069.0,14.0,7.7653309646993876,6.0,4.6964171743020415,80.0,43.0,Tottenham,14.0,7.7653309646993876,EPL
17,465,Joshua King,35.0,2987.0,12.0,13.546660237014295,3.0,4.257977558299899,72.0,37.0,Bournemouth,7.0,8.979647155851127,EPL,33.0,2458.0,8.0,6.5555993653833875,3.0,4.888207009062171,51.0,38.0,Bournemouth,6.0,5.0332616567611685,EPL,36.0,2734.0,16.0,10.911753680557013,2.0,2.409230097196996,67.0,30.0,Bournemouth,14.0,8.628247126936913,EPL
18,482,Roberto Firmino,34.0,2631.0,12.0,13.737689750269055,6.0,6.344290215522051,75.0,43.0,Liverpool,11.0,12.976520912721753,EPL,37.0,2814.0,15.0,10.763707412406802,7.0,7.67842498794198,84.0,56.0,Liverpool,14.0,10.00253858976066,EPL,35.0,3077.0,11.0,10.36466862168163,7.0,7.852919233031571,100.0,78.0,Liverpool,11.0,10.36466862168163,EPL
19,594,Romelu Lukaku,32.0,2113.0,12.0,13.105178356170654,0.0,2.3202144932001834,55.0,21.0,Manchester United,12.0,13.105178356170654,EPL,34.0,2869.0,16.0,15.468220829963686,7.0,5.473206410184503,86.0,33.0,Manchester United,16.0,14.707051992416382,EPL,37.0,3271.0,25.0,16.665452419780195,6.0,5.440816408023238,110.0,47.0,Everton,24.0,15.904283582232893,EPL
20,770,Ayoze Pérez,37.0,2950.0,12.0,8.294692774303257,2.0,4.032593822106719,55.0,45.0,Newcastle United,12.0,8.294692774303257,EPL,36.0,2502.0,8.0,6.864802069962026,5.0,5.451955586671829,60.0,36.0,Newcastle United,8.0,6.864802069962026,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
21,4422,Ashley Barnes,37.0,2379.0,12.0,13.257514169439672,2.0,3.640304792672396,65.0,22.0,Burnley,10.0,11.735213300213218,EPL,36.0,2143.0,9.0,6.560562789440155,0.0,1.5027274526655674,61.0,17.0,Burnley,9.0,6.560562789440155,EPL,28.0,1788.0,6.0,6.5921545177698135,2.0,2.387533933855593,44.0,21.0,Burnley,4.0,5.069816809147597,EPL
22,5549,Luka Milivojevic,38.0,3420.0,12.0,10.491015195380896,2.0,3.3903411589562893,57.0,59.0,Crystal Palace,2.0,2.1181947845034297,EPL,36.0,3087.0,10.0,7.874588200822473,1.0,1.2642450630664823,42.0,21.0,Crystal Palace,3.0,1.785385170020163,EPL,14.0,1230.0,2.0,1.9874197356402876,0.0,0.6430021747946739,14.0,5.0,Crystal Palace,0.0,0.4650820353999734,EPL
23,773,Aleksandar Mitrovic,37.0,3285.0,11.0,15.452766000293195,3.0,2.969133678823709,131.0,31.0,Fulham,10.0,14.691597103141248,EPL,6.0,73.0,1.0,1.2253848984837532,0.0,0.2734851688146591,4.0,3.0,Newcastle United,1.0,1.2253848984837532,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
24,813,Salomón Rondón,32.0,2616.0,11.0,10.635379770770667,7.0,3.4131878558546305,89.0,32.0,Newcastle United,11.0,10.635379770770667,EPL,36.0,2781.0,7.0,6.871560767292976,3.0,2.6148639917373657,78.0,23.0,West Bromwich Albion,7.0,6.871560767292976,EPL,38.0,2902.0,8.0,9.357964286580682,2.0,2.8521670997142787,93.0,26.0,West Bromwich Albion,8.0,9.357964286580682,EPL
25,337,Leroy Sané,31.0,1866.0,10.0,6.9819444734603175,10.0,8.101670823991299,56.0,40.0,Manchester City,10.0,6.9819444734603175,EPL,32.0,2421.0,10.0,6.24107522983104,15.0,9.04887653980404,56.0,58.0,Manchester City,10.0,6.24107522983104,EPL,26.0,1793.0,5.0,5.8207272328436375,3.0,5.704548614099622,33.0,35.0,Manchester City,5.0,5.8207272328436375,EPL
26,522,Wilfried Zaha,34.0,3046.0,10.0,6.4907636530697355,5.0,5.4043349139392385,73.0,54.0,Crystal Palace,10.0,6.4907636530697355,EPL,29.0,2551.0,9.0,9.735278444364669,3.0,5.296256110072137,64.0,53.0,Crystal Palace,9.0,9.735278444364669,EPL,35.0,3033.0,7.0,5.5702579310163856,9.0,4.54127433244139,49.0,38.0,Crystal Palace,7.0,5.5702579310163856,EPL
27,553,Anthony Martial,27.0,1632.0,10.0,7.954482201486826,2.0,3.2472195653244853,39.0,36.0,Manchester United,9.0,7.193313341587782,EPL,30.0,1589.0,9.0,6.301933970302343,5.0,5.435461966320872,49.0,33.0,Manchester United,8.0,5.540765132755041,EPL,25.0,1558.0,4.0,3.311827577650547,6.0,3.6707763336598873,42.0,25.0,Manchester United,4.0,3.311827577650547,EPL
28,556,Marcus Rashford,33.0,2360.0,10.0,11.614454694092275,6.0,5.2704436145722875,84.0,38.0,Manchester United,10.0,11.614454694092275,EPL,35.0,1792.0,7.0,5.530901059508324,5.0,4.597065225243568,62.0,22.0,Manchester United,7.0,5.530901059508324,EPL,32.0,1687.0,5.0,6.274294052273035,1.0,1.9918221160769465,44.0,20.0,Manchester United,5.0,6.274294052273035,EPL
29,591,Gerard Deulofeu,30.0,2110.0,10.0,8.334904950112103,5.0,4.96249932423234,60.0,30.0,Watford,10.0,8.334904950112103,EPL,7.0,443.0,1.0,0.5635111406445503,0.0,0.5860525676980615,8.0,11.0,Watford,1.0,0.5635111406445503,EPL,11.0,452.0,0.0,0.6818259889259934,0.0,0.4787798263132572,7.0,10.0,Everton,0.0,0.6818259889259934,EPL
30,591,Gerard Deulofeu,30.0,2110.0,10.0,8.334904950112103,5.0,4.96249932423234,60.0,30.0,Watford,10.0,8.334904950112103,EPL,7.0,443.0,1.0,0.5635111406445503,0.0,0.5860525676980615,8.0,11.0,Watford,1.0,0.5635111406445503,EPL,17.0,1467.0,4.0,3.397663707844913,3.0,6.480150707066059,37.0,43.0,AC Milan,4.0,3.397663707844913,Serie_A
31,591,Gerard Deulofeu,30.0,2110.0,10.0,8.334904950112103,5.0,4.96249932423234,60.0,30.0,Watford,10.0,8.334904950112103,EPL,10.0,504.0,1.0,1.1435283869504929,1.0,1.7528078462928534,8.0,10.0,Barcelona,1.0,1.1435283869504929,La_liga,11.0,452.0,0.0,0.6818259889259934,0.0,0.4787798263132572,7.0,10.0,Everton,0.0,0.6818259889259934,EPL
32,591,Gerard Deulofeu,30.0,2110.0,10.0,8.334904950112103,5.0,4.96249932423234,60.0,30.0,Watford,10.0,8.334904950112103,EPL,10.0,504.0,1.0,1.1435283869504929,1.0,1.7528078462928534,8.0,10.0,Barcelona,1.0,1.1435283869504929,La_liga,17.0,1467.0,4.0,3.397663707844913,3.0,6.480150707066059,37.0,43.0,AC Milan,4.0,3.397663707844913,Serie_A
33,865,Marko Arnautovic,28.0,2006.0,10.0,8.936904326081276,4.0,3.9999548010528088,62.0,36.0,West Ham,9.0,8.175809696316719,EPL,31.0,2343.0,11.0,9.801481921225788,6.0,4.4477989450097075,71.0,34.0,West Ham,11.0,9.801481921225788,EPL,32.0,2742.0,6.0,9.196288883686067,5.0,7.129755564965308,60.0,50.0,Stoke,6.0,8.435120053589344,EPL
34,3293,Lucas Moura,32.0,2133.0,10.0,7.591315286234021,0.0,1.6590780727565289,45.0,27.0,Tottenham,10.0,7.591315286234021,EPL,6.0,208.0,0.0,0.16364099644124508,1.0,0.31431299448013306,5.0,6.0,Tottenham,0.0,0.16364099644124508,EPL,37.0,2446.0,12.0,10.22088955529034,5.0,6.0927196498960265,66.0,55.0,Paris Saint Germain,11.0,9.460794435814023,Ligue_1
35,3293,Lucas Moura,32.0,2133.0,10.0,7.591315286234021,0.0,1.6590780727565289,45.0,27.0,Tottenham,10.0,7.591315286234021,EPL,5.0,69.0,1.0,1.9084030985832212,1.0,0.8311662077903748,3.0,1.0,Paris Saint Germain,1.0,1.9084030985832212,Ligue_1,37.0,2446.0,12.0,10.22088955529034,5.0,6.0927196498960265,66.0,55.0,Paris Saint Germain,11.0,9.460794435814023,Ligue_1
36,4456,Chris Wood,38.0,2603.0,10.0,9.13325227238238,2.0,3.6472170352935787,58.0,21.0,Burnley,10.0,9.13325227238238,EPL,24.0,1639.0,10.0,7.639506213366985,1.0,0.6027078554034233,40.0,11.0,Burnley,10.0,7.639506213366985,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
37,574,Troy Deeney,32.0,2552.0,9.0,10.230638133361936,5.0,4.68837801553309,64.0,42.0,Watford,8.0,9.469469295814633,EPL,29.0,1832.0,5.0,7.1495265662670135,2.0,2.3760475926101208,36.0,26.0,Watford,2.0,3.343682344071567,EPL,37.0,2940.0,10.0,8.593499574810266,4.0,3.109724134206772,42.0,40.0,Watford,7.0,6.309993013739586,EPL
38,1208,Felipe Anderson,36.0,3073.0,9.0,5.527917226776482,4.0,6.779622457921505,58.0,65.0,West Ham,9.0,5.527917226776482,EPL,21.0,1139.0,4.0,2.7512874789536,7.0,4.3873586393892765,26.0,38.0,Lazio,4.0,2.7512874789536,Serie_A,36.0,2935.0,4.0,4.916771904565393,9.0,8.496704388409853,70.0,75.0,Lazio,3.0,4.155473099090159,Serie_A
39,6854,Diogo Jota,33.0,2402.0,9.0,8.907186842523515,5.0,5.536081537604332,58.0,27.0,Wolverhampton Wanderers,9.0,8.907186842523515,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
40,646,Christian Eriksen,35.0,2772.0,8.0,5.661049805581571,12.0,7.882119238376617,83.0,73.0,Tottenham,8.0,5.661049805581571,EPL,37.0,3239.0,10.0,7.245938941836357,10.0,11.893049443140626,96.0,95.0,Tottenham,10.0,7.245938941836357,EPL,36.0,3181.0,8.0,8.864706524647774,15.0,11.740697804838419,133.0,112.0,Tottenham,8.0,8.864706524647774,EPL
41,687,Pedro,31.0,1777.0,8.0,5.983355518430471,2.0,3.884207479655743,57.0,29.0,Chelsea,8.0,5.983355518430471,EPL,31.0,1523.0,4.0,3.5998931545764212,2.0,1.6855354961007831,56.0,26.0,Chelsea,4.0,3.5998931545764212,EPL,35.0,2178.0,9.0,5.991285152733326,9.0,5.526838848367333,59.0,42.0,Chelsea,9.0,5.991285152733326,EPL
42,191,Chicharito,25.0,1336.0,7.0,7.894378799945116,1.0,1.2568727899342775,37.0,5.0,West Ham,7.0,7.894378799945116,EPL,28.0,1524.0,8.0,5.248028546571732,0.0,1.422036468051374,29.0,21.0,West Ham,8.0,5.248028546571732,EPL,26.0,1812.0,11.0,11.772488169372082,3.0,2.6523315142840147,52.0,22.0,Bayer Leverkusen,11.0,10.257177852094172,Bundesliga
43,750,Riyad Mahrez,27.0,1333.0,7.0,6.616934344172478,4.0,5.006452023983002,54.0,24.0,Manchester City,7.0,5.855765521526338,EPL,36.0,2977.0,12.0,6.61353119648993,10.0,7.55104211345315,74.0,57.0,Leicester,12.0,6.61353119648993,EPL,36.0,2859.0,6.0,8.95081671886146,3.0,6.248247161507607,76.0,52.0,Leicester,3.0,5.144972560927271,EPL
44,843,James Ward-Prowse,26.0,1940.0,7.0,3.4019805621355768,0.0,3.281679368577897,31.0,47.0,Southampton,6.0,2.640811724588275,EPL,30.0,1714.0,3.0,2.3137239255011077,3.0,3.94574917294085,28.0,36.0,Southampton,3.0,2.3137239255011077,EPL,30.0,1886.0,4.0,4.64575032517314,4.0,2.890695004723966,42.0,43.0,Southampton,4.0,4.64575032517314,EPL
45,986,Danny Ings,24.0,1694.0,7.0,9.915935901924966,3.0,3.348331378772855,56.0,28.0,Southampton,4.0,7.6324292700737715,EPL,8.0,263.0,1.0,1.5471417605876925,0.0,0.1833358220756054,8.0,3.0,Liverpool,1.0,1.5471417605876925,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
46,1660,Andre Gray,29.0,1343.0,7.0,5.848624136298895,2.0,2.099873559549451,35.0,14.0,Watford,7.0,5.848624136298895,EPL,31.0,1486.0,5.0,7.001011338084936,2.0,2.318395335227251,34.0,17.0,Watford,5.0,7.001011338084936,EPL,32.0,2279.0,9.0,7.5646293964236975,3.0,1.4715806897729635,47.0,19.0,Burnley,7.0,6.0422917399555445,EPL
47,1683,Ryan Fraser,38.0,3185.0,7.0,4.763551674783231,14.0,16.183833203278482,51.0,93.0,Bournemouth,7.0,4.763551674783231,EPL,26.0,2016.0,5.0,1.9803195875138044,3.0,2.7351528238505125,31.0,43.0,Bournemouth,5.0,1.9803195875138044,EPL,28.0,1774.0,3.0,2.112318053841591,5.0,3.622358592227101,24.0,32.0,Bournemouth,3.0,2.112318053841591,EPL
48,3635,Bernardo Silva,36.0,2851.0,7.0,8.19672245066613,7.0,8.63292844966054,62.0,71.0,Manchester City,7.0,8.19672245066613,EPL,35.0,1500.0,6.0,4.5274060908705005,4.0,3.0583887062966824,25.0,30.0,Manchester City,6.0,4.5274060908705005,EPL,37.0,2829.0,8.0,5.707654282450676,9.0,7.408504134044051,60.0,60.0,Monaco,8.0,5.707654282450676,Ligue_1
49,5543,Gabriel Jesus,29.0,993.0,7.0,12.621464371681213,3.0,2.6516421586275096,43.0,21.0,Manchester City,6.0,11.860295534133911,EPL,29.0,1692.0,13.0,15.366188988089561,3.0,2.307675359770656,55.0,18.0,Manchester City,13.0,13.843851312994955,EPL,10.0,649.0,7.0,7.243859618902206,4.0,1.890665166079998,24.0,10.0,Manchester City,6.0,6.4827275574207315,EPL
50,6818,James Maddison,36.0,2877.0,7.0,7.372484354302287,7.0,7.935438400134443,83.0,100.0,Leicester,6.0,5.850146671757102,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
51,6820,David Brooks,30.0,2317.0,7.0,6.465657105669379,5.0,5.877871762961148,41.0,30.0,Bournemouth,7.0,6.465657105669379,EPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
52,154,André Schürrle,24.0,1670.0,6.0,3.322769967839122,0.0,1.9269959963858128,55.0,21.0,Fulham,6.0,3.322769967839122,EPL,18.0,1235.0,1.0,3.6087231449782853,4.0,3.4928050339221954,36.0,18.0,Borussia Dortmund,1.0,2.850946467369795,Bundesliga,15.0,745.0,2.0,3.693187482655048,2.0,1.8279476650059223,36.0,17.0,Borussia Dortmund,1.0,2.9354108050465584,Bundesliga
53,314,Ilkay Gündogan,31.0,2133.0,6.0,4.2139957807958135,3.0,4.967495605349542,43.0,43.0,Manchester City,6.0,4.2139957807958135,EPL,30.0,1504.0,4.0,3.583664696663618,1.0,2.3488316610455517,35.0,21.0,Manchester City,3.0,2.822495829313993,EPL,10.0,717.0,3.0,1.9211897253990171,1.0,0.9761682460084558,16.0,12.0,Manchester City,3.0,1.9211897253990171,EPL
54,317,Henrikh Mkhitaryan,25.0,1647.0,6.0,5.343566609546542,4.0,6.48603293299675,49.0,29.0,Arsenal,6.0,5.343566609546542,EPL,26.0,1735.0,3.0,2.4736701846122737,9.0,6.771656889468432,36.0,44.0,"Arsenal,Manchester United",3.0,2.4736701846122737,EPL,24.0,1347.0,4.0,2.7058527544140816,1.0,3.5242763245478272,32.0,29.0,Manchester United,4.0,2.7058527544140816,EPL
55,531,Michail Antonio,33.0,2084.0,6.0,6.066020864993334,4.0,4.029214847832918,65.0,23.0,West Ham,6.0,6.066020864993334,EPL,21.0,1347.0,3.0,2.0091192554682493,1.0,0.920720816589892,34.0,14.0,West Ham,3.0,2.0091192554682493,EPL,29.0,2451.0,9.0,9.790298977866767,3.0,3.389843594282865,77.0,31.0,West Ham,9.0,9.790298977866767,EPL
56,617,David Silva,33.0,2426.0,6.0,8.128266392275691,8.0,10.113783121109007,51.0,73.0,Manchester City,6.0,8.128266392275691,EPL,29.0,2442.0,9.0,9.241164376959203,11.0,8.827986832708119,54.0,61.0,Manchester City,9.0,9.241164376959203,EPL,34.0,2775.0,4.0,6.2415254805237055,7.0,8.119680380448699,48.0,82.0,Manchester City,4.0,6.2415254805237055,EPL
57,688,Ruben Loftus-Cheek,24.0,969.0,6.0,3.2402340713888407,2.0,1.0109455808997154,28.0,17.0,Chelsea,6.0,3.2402340713888407,EPL,24.0,1877.0,2.0,3.451644225046038,3.0,3.24505352973938,32.0,26.0,Crystal Palace,2.0,3.451644225046038,EPL,6.0,23.0,0.0,0.13749997317790985,0.0,0.0,1.0,0.0,Chelsea,0.0,0.13749997317790985,EPL
58,775,Andros Townsend,38.0,3030.0,6.0,4.8787570809945455,4.0,3.6999022867530575,63.0,61.0,Crystal Palace,6.0,4.8787570809945455,EPL,36.0,3141.0,2.0,3.110421339049936,7.0,8.643188808113338,62.0,66.0,Crystal Palace,2.0,3.110421339049936,EPL,36.0,2542.0,3.0,3.331524202600121,4.0,5.834494690410793,56.0,51.0,Crystal Palace,3.0,3.331524202600121,EPL
59,790,Nathan Redmond,38.0,3283.0,6.0,7.911504412069918,4.0,5.312565145082772,74.0,52.0,Southampton,6.0,7.911504412069918,EPL,31.0,1947.0,1.0,2.3182872068136935,3.0,4.2016318468376985,44.0,42.0,Southampton,1.0,2.3182872068136935,EPL,37.0,2917.0,7.0,4.817707696929574,1.0,5.891833748668432,83.0,57.0,Southampton,7.0,4.817707696929574,EPL
60,888,Xherdan Shaqiri,24.0,1048.0,6.0,4.059152172878385,3.0,1.8917570114135744,26.0,20.0,Liverpool,6.0,4.059152172878385,EPL,36.0,3066.0,8.0,4.9856882970780125,7.0,6.87552744615823,69.0,76.0,Stoke,8.0,4.22451944462955,EPL,21.0,1721.0,4.0,2.6227933075279,2.0,4.2747638281434766,48.0,41.0,Stoke,4.0,2.6227933075279,EPL
61,1723,Roberto Pereyra,33.0,2837.0,6.0,5.378575686365366,1.0,3.538155732676387,57.0,34.0,Watford,6.0,5.378575686365366,EPL,32.0,1618.0,5.0,3.913917485624552,2.0,2.6691006161272526,33.0,23.0,Watford,5.0,3.913917485624552,EPL,13.0,1044.0,2.0,1.3779947236180303,2.0,1.7001887019723654,9.0,15.0,Watford,2.0,1.3779947236180303,EPL
62,5555,Dominic Calvert-Lewin,35.0,1763.0,6.0,6.1705091297626495,2.0,1.6395726166665554,52.0,12.0,Everton,6.0,6.1705091297626495,EPL,32.0,1861.0,4.0,5.436775926500559,6.0,3.0651565305888653,42.0,20.0,Everton,4.0,5.436775926500559,EPL,11.0,340.0,1.0,1.2451616544276476,0.0,0.0,7.0,0.0,Everton,1.0,1.2451616544276476,EPL
63,489,James Milner,31.0,1775.0,5.0,3.3563821092247963,4.0,5.641537204384804,24.0,44.0,Liverpool,2.0,1.0728756012395024,EPL,32.0,1734.0,0.0,1.1417935844510794,3.0,3.4214616576209664,21.0,34.0,Liverpool,0.0,1.1417935844510794,EPL,36.0,3170.0,7.0,7.355007588863372,3.0,3.9510432500392203,36.0,56.0,Liverpool,0.0,1.2656568270176651,EPL
64,499,Mesut Özil,24.0,1751.0,5.0,2.226021744310856,2.0,4.29013523645699,11.0,45.0,Arsenal,5.0,2.226021744310856,EPL,26.0,2166.0,4.0,4.391980981454253,8.0,9.128847284242509,39.0,84.0,Arsenal,4.0,4.391980981454253,EPL,33.0,2856.0,8.0,5.6065598390996465,9.0,8.070466492325068,40.0,100.0,Arsenal,8.0,5.6065598390996465,EPL
65,503,Theo Walcott,37.0,2127.0,5.0,6.505236777476966,2.0,2.884311942383647,42.0,21.0,Everton,5.0,6.505236777476966,EPL,20.0,1207.0,3.0,3.152715053409338,3.0,3.027757111005485,19.0,13.0,"Arsenal,Everton",3.0,3.152715053409338,EPL,28.0,1944.0,10.0,9.90147614851594,2.0,2.5256071863695984,62.0,13.0,Arsenal,10.0,9.140307281166317,EPL
66,533,Mark Noble,31.0,2339.0,5.0,3.5902151502668858,5.0,1.7227640133351088,17.0,21.0,West Ham,1.0,0.5456139929592609,EPL,29.0,2411.0,4.0,2.278947896324098,0.0,1.8096722820773719,15.0,20.0,West Ham,2.0,0.7566102212294936,EPL,30.0,2422.0,3.0,3.651962250471115,0.0,1.429750844836235,25.0,24.0,West Ham,2.0,2.1296245753765106,EPL
67,645,Dele Alli,25.0,1847.0,5.0,5.950443021953106,3.0,3.2933274190872908,39.0,27.0,Tottenham,5.0,5.950443021953106,EPL,36.0,2991.0,9.0,10.104957189410923,10.0,8.836119271814821,69.0,64.0,Tottenham,9.0,10.104957189410923,EPL,37.0,3060.0,18.0,14.708572203293445,7.0,4.5738116446882495,94.0,52.0,Tottenham,17.0,13.94740335084498,EPL
